shipment_id,product_id,supplier_id,origin_location_id,destination_location_id,shipment_date,quantity,shipping_cost,planned_delivery_date,actual_delivery_date,is_on_time
854,48,5,3,9,2022-06-24,67,473.81,2022-06-30,2022-06-30,True
855,6,5,10,6,2022-06-25,27,259.62,2022-06-30,2022-06-30,True
856,12,5,2,3,2022-06-25,77,396.78,2022-07-01,2022-07-01,True
857,20,2,10,5,2022-06-25,77,162.68,2022-07-01,2022-07-01,True
858,26,2,5,4,2022-06-25,74,415.34,2022-07-02,2022-07-02,True
859,43,2,7,5,2022-06-25,137,295.26,2022-07-05,2022-07-05,True
860,44,3,8,2,2022-06-25,118,163.27,2022-07-04,2022-07-04,True
861,19,3,6,3,2022-06-26,47,127.15,2022-07-02,2022-07-02,True
862,33,4,6,10,2022-06-26,132,202.45,2022-06-30,2022-06-30,True
863,42,4,5,2,2022-06-26,123,231.64,2022-07-01,2022-07-01,True
864,44,4,9,7,2022-06-26,139,421.73,2022-07-06,2022-07-06,True
865,48,5,8,5,2022-06-26,85,98.78,2022-07-02,2022-07-02,True
866,18,4,8,9,2022-06-27,170,311.75,2022-07-05,2022-07-05,True
867,22,1,9,7,2022-06-27,68,182.78,2022-07-01,2022-07-05,False
868,4,2,9,10,2022-06-28,131,119.03,2022-07-03,2022-07-03,True
869,45,4,10,6,2022-06-28,81,240.89,2022-07-05,2022-07-05,True
870,47,5,3,6,2022-06-28,197,257.12,2022-07-08,2022-07-08,True
871,49,4,4,10,2022-06-28,16,375.82,2022-07-04,2022-07-04,True
872,6,5,4,5,2022-06-29,154,192.86,2022-07-09,2022-07-09,True
873,11,3,7,5,2022-06-29,18,337.37,2022-07-09,2022-07-09,True
874,14,3,9,1,2022-06-29,161,335.87,2022-07-02,2022-07-02,True
875,18,3,7,5,2022-06-29,116,177.51,2022-07-09,2022-07-09,True
876,36,5,3,10,2022-06-29,178,90.8,2022-07-03,2022-07-03,True
877,8,1,7,6,2022-06-30,47,254.9,2022-07-08,2022-07-08,True
878,16,3,8,4,2022-06-30,182,160.65,2022-07-03,2022-07-03,True
879,20,2,2,6,2022-06-30,121,415.06,2022-07-04,2022-07-04,True
880,22,4,4,1,2022-06-30,138,85.23,2022-07-03,2022-07-03,True
881,28,3,9,3,2022-06-30,157,466.12,2022-07-10,2022-07-10,True
882,30,1,7,2,2022-06-30,178,78.65,2022-07-09,2022-07-11,False
883,42,2,2,5,2022-06-30,22,210.81,2022-07-10,2022-07-10,True
884,37,3,4,10,2022-07-01,199,288.6,2022-07-05,2022-07-05,True
885,48,1,4,7,2022-07-01,122,185.26,2022-07-11,2022-07-11,True
886,5,3,6,3,2022-07-02,116,146.27,2022-07-11,2022-07-11,True
887,26,1,3,2,2022-07-02,64,389.66,2022-07-11,2022-07-11,True
888,34,1,4,6,2022-07-02,102,388.55,2022-07-10,2022-07-10,True
889,47,4,6,9,2022-07-02,121,214.12,2022-07-05,2022-07-05,True
890,37,5,8,6,2022-07-03,168,284.61,2022-07-09,2022-07-12,False
891,41,3,7,3,2022-07-03,93,100.15,2022-07-12,2022-07-12,True
892,3,4,2,5,2022-07-04,12,63.92,2022-07-09,2022-07-09,True
893,8,3,2,1,2022-07-04,189,199.08,2022-07-10,2022-07-10,True
894,24,2,3,8,2022-07-04,93,245.57,2022-07-09,2022-07-09,True
895,37,1,3,10,2022-07-04,154,73.85,2022-07-12,2022-07-12,True
896,7,2,3,2,2022-07-05,80,129.55,2022-07-12,2022-07-12,True
897,9,4,9,5,2022-07-05,88,448.35,2022-07-10,2022-07-10,True
898,29,2,9,7,2022-07-05,41,392.47,2022-07-15,2022-07-15,True
899,36,1,4,3,2022-07-05,43,458.5,2022-07-15,2022-07-15,True
900,45,4,7,9,2022-07-05,170,141.85,2022-07-12,2022-07-12,True
901,1,3,4,9,2022-07-06,24,403.45,2022-07-10,2022-07-10,True
902,13,1,2,7,2022-07-06,122,399.47,2022-07-11,2022-07-11,True
903,14,3,7,6,2022-07-06,35,127.39,2022-07-16,2022-07-16,True
904,32,3,8,4,2022-07-06,36,172.43,2022-07-16,2022-07-16,True
905,44,2,5,8,2022-07-06,110,91.54,2022-07-16,2022-07-16,True
906,6,5,5,7,2022-07-07,101,180.12,2022-07-17,2022-07-17,True
907,13,2,2,3,2022-07-07,97,318.98,2022-07-17,2022-07-17,True
908,15,1,1,2,2022-07-07,196,414.91,2022-07-12,2022-07-12,True
909,17,2,4,1,2022-07-07,12,488.54,2022-07-11,2022-07-11,True
910,23,5,6,9,2022-07-07,147,407.26,2022-07-16,2022-07-16,True
911,34,1,9,4,2022-07-07,177,164.32,2022-07-14,2022-07-14,True
912,5,4,7,1,2022-07-08,97,112.15,2022-07-11,2022-07-11,True
913,9,2,7,6,2022-07-08,23,256.69,2022-07-11,2022-07-11,True
914,35,2,1,3,2022-07-08,98,97.76,2022-07-11,2022-07-11,True
915,41,2,7,2,2022-07-08,33,88.99,2022-07-11,2022-07-11,True
916,46,1,1,5,2022-07-08,13,354.31,2022-07-11,2022-07-11,True
917,1,5,9,1,2022-07-09,183,473.85,2022-07-16,2022-07-16,True
918,5,3,7,9,2022-07-09,27,136.44,2022-07-19,2022-07-19,True
919,5,1,9,4,2022-07-10,37,168.61,2022-07-15,2022-07-20,False
920,15,1,1,7,2022-07-10,35,55.98,2022-07-17,2022-07-17,True
921,26,3,8,4,2022-07-10,184,268.63,2022-07-16,2022-07-16,True
922,47,4,8,3,2022-07-10,88,246.41,2022-07-20,2022-07-20,True
923,13,5,2,3,2022-07-11,30,84.19,2022-07-18,2022-07-18,True
924,26,1,1,5,2022-07-11,113,134.56,2022-07-14,2022-07-14,True
925,28,5,5,8,2022-07-11,40,330.85,2022-07-15,2022-07-15,True
926,31,4,8,7,2022-07-11,79,302.28,2022-07-14,2022-07-14,True
927,47,3,7,4,2022-07-11,146,221.65,2022-07-19,2022-07-22,False
928,13,2,6,8,2022-07-12,37,162.83,2022-07-18,2022-07-18,True
929,15,1,2,1,2022-07-12,53,373.42,2022-07-17,2022-07-19,False
930,23,4,7,5,2022-07-12,99,362.98,2022-07-17,2022-07-17,True
931,24,5,1,3,2022-07-12,145,211.16,2022-07-21,2022-07-21,True
932,25,5,10,5,2022-07-12,98,183.67,2022-07-15,2022-07-15,True
933,40,5,4,10,2022-07-12,15,195.33,2022-07-19,2022-07-19,True
934,41,3,2,6,2022-07-12,161,203.85,2022-07-19,2022-07-19,True
935,11,4,1,4,2022-07-13,126,62.03,2022-07-22,2022-07-22,True
936,32,5,1,9,2022-07-13,49,176.76,2022-07-20,2022-07-20,True
937,35,3,9,3,2022-07-13,116,485.04,2022-07-16,2022-07-16,True
938,16,5,8,2,2022-07-14,57,356.45,2022-07-21,2022-07-21,True
939,18,3,1,9,2022-07-14,116,490.29,2022-07-22,2022-07-22,True
940,23,3,4,8,2022-07-14,137,90.98,2022-07-22,2022-07-22,True
941,24,1,2,5,2022-07-14,74,407.69,2022-07-19,2022-07-19,True
942,33,1,1,7,2022-07-14,24,285.27,2022-07-24,2022-07-27,False
943,46,1,10,5,2022-07-14,133,229.05,2022-07-24,2022-07-24,True
944,5,5,8,4,2022-07-15,55,405.22,2022-07-22,2022-07-22,True
945,16,5,4,3,2022-07-15,12,404.27,2022-07-24,2022-07-24,True
946,18,2,7,10,2022-07-15,133,59.66,2022-07-23,2022-07-23,True
947,23,1,7,4,2022-07-15,115,148.83,2022-07-22,2022-07-22,True
948,30,5,9,10,2022-07-15,192,79.69,2022-07-20,2022-07-20,True
949,40,3,4,8,2022-07-15,123,432.11,2022-07-18,2022-07-18,True
950,42,4,10,3,2022-07-15,152,352.95,2022-07-22,2022-07-22,True
951,44,3,7,8,2022-07-15,89,97.53,2022-07-24,2022-07-24,True
952,23,5,8,5,2022-07-16,49,105.11,2022-07-20,2022-07-20,True
953,24,3,6,7,2022-07-16,32,262.47,2022-07-22,2022-07-22,True
954,26,2,1,4,2022-07-16,13,177.76,2022-07-21,2022-07-21,True
955,28,4,5,6,2022-07-16,135,261.69,2022-07-24,2022-07-25,False
956,33,5,10,1,2022-07-16,60,308.61,2022-07-20,2022-07-20,True
957,38,3,10,4,2022-07-16,177,423.9,2022-07-22,2022-07-22,True
958,9,3,8,1,2022-07-17,184,314.14,2022-07-22,2022-07-22,True
959,10,4,9,7,2022-07-17,60,81.96,2022-07-25,2022-07-25,True
960,42,3,4,6,2022-07-17,196,126.51,2022-07-26,2022-07-26,True
961,4,4,10,1,2022-07-18,164,321.27,2022-07-28,2022-07-28,True
962,23,5,5,9,2022-07-18,56,110.13,2022-07-26,2022-07-26,True
963,36,2,4,8,2022-07-18,77,252.68,2022-07-27,2022-07-27,True
964,37,5,2,6,2022-07-18,77,215.79,2022-07-28,2022-07-28,True
965,38,3,4,7,2022-07-18,119,418.78,2022-07-23,2022-07-23,True
966,48,2,4,8,2022-07-18,194,346.53,2022-07-22,2022-07-22,True
967,14,5,8,6,2022-07-19,170,107.82,2022-07-24,2022-07-24,True
968,20,4,2,4,2022-07-19,23,369.64,2022-07-23,2022-07-23,True
969,24,4,7,5,2022-07-19,14,230.68,2022-07-26,2022-07-26,True
970,36,2,7,5,2022-07-19,124,444.94,2022-07-29,2022-07-29,True
971,15,1,10,2,2022-07-20,179,331.56,2022-07-24,2022-07-24,True
972,17,2,6,10,2022-07-20,73,399.95,2022-07-23,2022-07-23,True
973,23,1,10,7,2022-07-20,66,182.03,2022-07-26,2022-07-26,True
974,30,4,6,7,2022-07-20,131,313.95,2022-07-30,2022-07-30,True
975,38,3,1,3,2022-07-20,84,88.76,2022-07-26,2022-07-26,True
976,42,2,6,2,2022-07-20,120,343.01,2022-07-24,2022-07-24,True
977,4,5,9,10,2022-07-21,31,460.19,2022-07-31,2022-07-31,True
978,38,3,9,4,2022-07-21,121,135.77,2022-07-25,2022-07-25,True
979,44,1,6,2,2022-07-21,172,72.21,2022-07-26,2022-07-26,True
980,47,2,1,2,2022-07-21,67,73.17,2022-07-31,2022-07-31,True
981,41,4,4,1,2022-07-22,25,293.39,2022-08-01,2022-08-01,True
982,3,4,8,9,2022-07-23,10,200.46,2022-07-31,2022-07-31,True
983,9,1,6,9,2022-07-23,188,147.69,2022-08-02,2022-08-02,True
984,23,3,7,10,2022-07-23,198,366.07,2022-08-01,2022-08-01,True
985,26,5,5,4,2022-07-23,166,169.47,2022-07-29,2022-07-29,True
986,29,5,7,8,2022-07-23,67,493.78,2022-07-30,2022-07-30,True
987,31,4,2,9,2022-07-23,163,80.36,2022-07-28,2022-07-28,True
988,46,4,8,5,2022-07-23,163,366.11,2022-07-30,2022-07-30,True
989,47,1,3,10,2022-07-23,150,166.41,2022-07-30,2022-07-30,True
990,3,4,8,2,2022-07-24,140,416.06,2022-07-31,2022-07-31,True
991,7,2,5,4,2022-07-24,23,150.41,2022-07-30,2022-07-30,True
992,20,4,4,5,2022-07-24,189,181.63,2022-07-31,2022-07-31,True
993,23,1,6,5,2022-07-24,170,171.17,2022-08-02,2022-08-02,True
994,37,1,6,8,2022-07-24,80,230.11,2022-07-31,2022-07-31,True
995,45,1,4,7,2022-07-24,43,85.06,2022-07-28,2022-07-28,True
996,10,3,2,3,2022-07-25,49,255.47,2022-08-03,2022-08-03,True
997,13,3,7,4,2022-07-25,15,221.92,2022-08-02,2022-08-02,True
998,25,4,9,10,2022-07-25,109,67.61,2022-08-03,2022-08-03,True
999,32,4,6,7,2022-07-25,36,405.71,2022-07-30,2022-07-30,True
1000,39,1,8,9,2022-07-25,94,474.05,2022-07-31,2022-07-31,True
1001,43,4,7,2,2022-07-25,82,461.89,2022-07-30,2022-07-30,True
1002,4,3,6,3,2022-07-26,42,147.6,2022-08-04,2022-08-04,True
1003,6,5,3,8,2022-07-26,60,133.46,2022-08-03,2022-08-03,True
1004,42,3,7,2,2022-07-26,111,391.13,2022-07-30,2022-08-02,False
1005,50,4,3,4,2022-07-26,164,130.1,2022-07-29,2022-07-29,True
1006,6,5,4,8,2022-07-27,117,176.78,2022-08-01,2022-08-01,True
1007,15,1,2,4,2022-07-27,99,292.82,2022-08-02,2022-08-07,False
1008,19,1,2,7,2022-07-27,141,213.11,2022-08-03,2022-08-03,True
1009,36,5,4,6,2022-07-27,117,391.02,2022-08-06,2022-08-06,True
1010,39,2,8,3,2022-07-27,169,356.22,2022-08-04,2022-08-04,True
1011,50,3,3,1,2022-07-27,169,401.55,2022-07-31,2022-07-31,True
1012,1,5,8,1,2022-07-28,120,128.82,2022-08-01,2022-08-01,True
1013,12,2,5,4,2022-07-28,132,54.25,2022-07-31,2022-07-31,True
1014,16,2,1,4,2022-07-28,121,52.97,2022-08-07,2022-08-07,True
1015,19,3,1,5,2022-07-28,153,132.33,2022-08-06,2022-08-06,True
1016,27,4,10,9,2022-07-28,75,163.43,2022-08-02,2022-08-02,True
1017,46,5,8,2,2022-07-28,141,302.36,2022-08-06,2022-08-08,False
1018,2,1,9,6,2022-07-29,41,56.95,2022-08-06,2022-08-06,True
1019,17,3,4,7,2022-07-29,35,161.67,2022-08-08,2022-08-08,True
1020,6,5,4,6,2022-07-30,172,82.59,2022-08-06,2022-08-06,True
1021,9,1,3,4,2022-07-30,22,379.98,2022-08-05,2022-08-05,True
1022,11,5,1,8,2022-07-30,155,107.33,2022-08-07,2022-08-07,True
1023,19,1,4,8,2022-07-30,196,140.32,2022-08-04,2022-08-04,True
1024,38,3,8,10,2022-07-30,20,288.42,2022-08-06,2022-08-06,True
1025,43,1,1,3,2022-07-30,48,119.91,2022-08-02,2022-08-02,True
1026,18,1,5,8,2022-07-31,18,233.43,2022-08-06,2022-08-06,True
1027,22,1,8,1,2022-07-31,155,276.3,2022-08-07,2022-08-07,True
1028,24,1,10,9,2022-07-31,126,71.87,2022-08-03,2022-08-03,True
1029,42,5,7,6,2022-07-31,144,409.05,2022-08-08,2022-08-08,True
1030,46,1,3,8,2022-07-31,106,381.45,2022-08-10,2022-08-10,True
1031,50,2,3,1,2022-07-31,163,230.82,2022-08-06,2022-08-06,True
1032,1,4,5,3,2022-08-01,83,453.53,2022-08-10,2022-08-10,True
1033,2,1,1,6,2022-08-01,56,255.84,2022-08-08,2022-08-08,True
1034,28,3,6,7,2022-08-01,118,256.15,2022-08-06,2022-08-06,True
1035,37,1,9,1,2022-08-01,136,55.29,2022-08-06,2022-08-06,True
1036,11,2,3,7,2022-08-02,50,150.85,2022-08-06,2022-08-06,True
1037,16,3,4,6,2022-08-02,68,251.16,2022-08-11,2022-08-12,False
1038,19,4,2,1,2022-08-02,14,355.52,2022-08-06,2022-08-06,True
1039,30,2,5,7,2022-08-03,179,199.39,2022-08-08,2022-08-09,False
1040,31,4,6,9,2022-08-03,183,225.62,2022-08-08,2022-08-08,True
1041,34,4,6,8,2022-08-03,45,384.34,2022-08-07,2022-08-07,True
1042,10,1,1,8,2022-08-04,64,383.5,2022-08-10,2022-08-10,True
1043,22,1,6,5,2022-08-04,81,87.68,2022-08-14,2022-08-15,False
1044,27,2,10,7,2022-08-04,32,228.92,2022-08-10,2022-08-10,True
1045,44,1,2,8,2022-08-04,150,335.56,2022-08-10,2022-08-10,True
1046,9,3,9,3,2022-08-05,148,128.79,2022-08-11,2022-08-11,True
1047,22,3,5,6,2022-08-05,112,414.34,2022-08-11,2022-08-11,True
1048,29,1,9,5,2022-08-05,195,76.53,2022-08-12,2022-08-12,True
1049,30,3,6,9,2022-08-05,73,403.45,2022-08-11,2022-08-11,True
1050,2,2,5,3,2022-08-06,89,267.92,2022-08-09,2022-08-09,True
1051,8,1,10,9,2022-08-06,36,464.57,2022-08-15,2022-08-15,True
1052,12,5,1,9,2022-08-06,87,320.15,2022-08-16,2022-08-16,True
1053,40,4,6,4,2022-08-06,103,300.42,2022-08-15,2022-08-15,True
1054,44,3,2,7,2022-08-06,85,490.3,2022-08-12,2022-08-12,True
1055,3,4,6,5,2022-08-07,186,170.71,2022-08-15,2022-08-15,True
1056,7,2,10,1,2022-08-07,134,333.74,2022-08-17,2022-08-17,True
1057,15,1,6,1,2022-08-07,16,220.25,2022-08-13,2022-08-13,True
1058,18,5,6,5,2022-08-07,153,153.16,2022-08-15,2022-08-15,True
1059,33,5,1,3,2022-08-07,75,355.8,2022-08-16,2022-08-16,True
1060,34,1,4,1,2022-08-07,51,494.28,2022-08-11,2022-08-11,True
1061,37,4,4,9,2022-08-07,48,451.43,2022-08-16,2022-08-16,True
1062,6,5,6,2,2022-08-08,187,211.42,2022-08-11,2022-08-11,True
1063,15,1,7,9,2022-08-08,116,304.04,2022-08-15,2022-08-15,True
1064,25,5,9,5,2022-08-08,147,364.07,2022-08-15,2022-08-15,True
1065,38,3,7,8,2022-08-08,74,301.17,2022-08-17,2022-08-17,True
1066,43,1,1,3,2022-08-08,19,327.41,2022-08-18,2022-08-18,True
1067,45,1,3,4,2022-08-08,30,493.16,2022-08-18,2022-08-18,True
1068,36,3,7,2,2022-08-09,176,496.2,2022-08-18,2022-08-18,True
1069,5,2,5,1,2022-08-10,95,454.57,2022-08-17,2022-08-18,False
1070,6,5,7,10,2022-08-10,127,473.63,2022-08-19,2022-08-19,True
1071,8,1,2,6,2022-08-10,101,222.88,2022-08-20,2022-08-20,True
1072,13,1,2,8,2022-08-10,135,320.42,2022-08-14,2022-08-14,True
1073,20,2,4,7,2022-08-10,159,361.91,2022-08-20,2022-08-20,True
1074,26,3,7,3,2022-08-10,65,295.08,2022-08-13,2022-08-13,True
1075,32,4,5,3,2022-08-10,143,146.4,2022-08-20,2022-08-20,True
1076,47,1,6,3,2022-08-10,132,267.25,2022-08-16,2022-08-16,True
1077,2,4,5,6,2022-08-11,50,485.31,2022-08-17,2022-08-17,True
1078,7,2,1,2,2022-08-11,72,157.64,2022-08-20,2022-08-20,True
1079,9,4,2,6,2022-08-11,146,56.39,2022-08-14,2022-08-14,True
1080,20,4,3,6,2022-08-11,106,51.98,2022-08-15,2022-08-15,True
1081,28,1,1,5,2022-08-11,103,142.7,2022-08-17,2022-08-17,True
1082,39,3,6,1,2022-08-11,147,206.33,2022-08-18,2022-08-18,True
1083,44,3,3,5,2022-08-11,69,269.63,2022-08-16,2022-08-19,False
1084,1,2,4,10,2022-08-12,23,421.86,2022-08-21,2022-08-21,True
1085,4,3,2,5,2022-08-12,98,76.43,2022-08-17,2022-08-17,True
1086,12,4,9,2,2022-08-12,136,414.0,2022-08-17,2022-08-17,True
1087,13,3,9,3,2022-08-12,70,144.39,2022-08-20,2022-08-20,True
1088,27,3,3,9,2022-08-12,196,312.72,2022-08-17,2022-08-17,True
1089,28,1,3,10,2022-08-12,194,428.84,2022-08-18,2022-08-18,True
1090,33,4,10,4,2022-08-12,155,377.11,2022-08-15,2022-08-15,True
1091,36,4,3,2,2022-08-12,61,87.73,2022-08-22,2022-08-22,True
1092,44,2,7,6,2022-08-12,124,399.14,2022-08-18,2022-08-18,True
1093,47,3,2,9,2022-08-12,57,499.64,2022-08-15,2022-08-15,True
1094,4,3,2,6,2022-08-13,74,62.84,2022-08-21,2022-08-21,True
1095,15,1,1,4,2022-08-13,126,323.88,2022-08-22,2022-08-22,True
1096,16,4,6,4,2022-08-13,108,81.46,2022-08-18,2022-08-18,True
1097,19,4,2,1,2022-08-13,75,126.78,2022-08-16,2022-08-16,True
1098,20,5,3,4,2022-08-13,114,150.04,2022-08-17,2022-08-17,True
1099,22,1,1,2,2022-08-13,81,465.2,2022-08-22,2022-08-22,True
1100,39,2,1,10,2022-08-13,186,384.56,2022-08-18,2022-08-18,True
1101,43,4,1,5,2022-08-13,23,166.85,2022-08-20,2022-08-20,True
1102,7,2,4,3,2022-08-14,15,71.99,2022-08-19,2022-08-19,True
1103,17,1,9,7,2022-08-14,55,322.74,2022-08-24,2022-08-24,True
1104,49,2,2,6,2022-08-14,79,219.24,2022-08-20,2022-08-20,True
1105,3,2,8,5,2022-08-15,165,396.03,2022-08-22,2022-08-22,True
1106,11,3,2,5,2022-08-15,107,490.58,2022-08-21,2022-08-21,True
1107,18,5,2,4,2022-08-15,132,57.77,2022-08-22,2022-08-22,True
1108,22,4,7,10,2022-08-15,94,343.45,2022-08-19,2022-08-19,True
1109,24,3,2,3,2022-08-15,80,269.12,2022-08-20,2022-08-20,True
1110,44,3,9,4,2022-08-15,119,358.46,2022-08-20,2022-08-24,False
1111,48,2,3,5,2022-08-15,184,230.18,2022-08-20,2022-08-22,False
1112,49,3,10,8,2022-08-15,128,221.38,2022-08-25,2022-08-25,True
1113,16,5,8,3,2022-08-16,127,82.68,2022-08-23,2022-08-28,False
1114,6,5,2,6,2022-08-17,142,131.6,2022-08-23,2022-08-23,True
1115,12,1,4,8,2022-08-17,95,219.06,2022-08-22,2022-08-26,False
1116,16,3,3,9,2022-08-17,109,380.47,2022-08-27,2022-09-01,False
1117,22,2,9,7,2022-08-17,135,247.03,2022-08-22,2022-08-22,True
1118,2,2,5,3,2022-08-18,66,61.95,2022-08-27,2022-08-27,True
1119,17,3,2,10,2022-08-18,53,88.85,2022-08-28,2022-08-28,True
1120,21,5,1,9,2022-08-18,197,409.86,2022-08-23,2022-08-23,True
1121,31,4,8,6,2022-08-18,74,351.09,2022-08-26,2022-08-26,True
1122,36,2,5,3,2022-08-18,82,202.36,2022-08-26,2022-08-26,True
1123,12,3,10,3,2022-08-19,133,378.28,2022-08-28,2022-08-28,True
1124,26,3,4,2,2022-08-19,14,80.95,2022-08-28,2022-08-28,True
1125,41,1,2,10,2022-08-19,39,269.01,2022-08-23,2022-08-23,True
1126,50,2,3,2,2022-08-19,157,350.08,2022-08-22,2022-08-22,True
1127,5,1,6,3,2022-08-20,50,108.32,2022-08-24,2022-08-24,True
1128,7,2,3,7,2022-08-20,26,231.29,2022-08-29,2022-08-29,True
1129,9,2,8,7,2022-08-20,195,76.61,2022-08-24,2022-08-24,True
1130,16,1,6,1,2022-08-20,28,286.03,2022-08-25,2022-08-25,True
1131,19,3,5,2,2022-08-20,25,344.05,2022-08-23,2022-08-23,True
1132,23,4,10,8,2022-08-20,134,154.64,2022-08-26,2022-08-26,True
1133,29,4,10,5,2022-08-20,74,224.44,2022-08-25,2022-08-26,False
1134,34,5,5,1,2022-08-20,43,167.79,2022-08-23,2022-08-23,True
1135,48,1,9,1,2022-08-20,193,264.43,2022-08-25,2022-08-25,True
1136,13,1,6,9,2022-08-21,107,411.27,2022-08-31,2022-08-31,True
1137,44,4,6,5,2022-08-21,37,120.94,2022-08-26,2022-08-26,True
1138,10,2,8,6,2022-08-22,197,449.01,2022-08-25,2022-08-25,True
1139,27,3,8,4,2022-08-22,36,251.87,2022-09-01,2022-09-01,True
1140,28,4,2,9,2022-08-22,112,197.07,2022-09-01,2022-09-01,True
1141,47,3,2,10,2022-08-22,155,422.37,2022-08-30,2022-08-30,True
1142,10,3,2,8,2022-08-23,127,416.16,2022-09-01,2022-09-01,True
1143,11,1,5,1,2022-08-23,52,352.91,2022-08-29,2022-08-29,True
1144,13,4,2,5,2022-08-23,29,355.0,2022-08-31,2022-08-31,True
1145,23,4,1,4,2022-08-23,113,353.23,2022-08-31,2022-08-31,True
1146,38,3,2,1,2022-08-23,100,213.39,2022-09-02,2022-09-02,True
1147,40,4,6,3,2022-08-23,27,66.57,2022-08-27,2022-08-27,True
1148,6,5,3,1,2022-08-24,20,144.91,2022-09-02,2022-09-02,True
1149,16,3,4,6,2022-08-24,88,250.27,2022-08-28,2022-08-29,False
1150,24,3,7,3,2022-08-24,102,98.1,2022-08-29,2022-08-29,True
1151,34,2,5,4,2022-08-24,164,102.07,2022-08-29,2022-08-29,True
1152,48,1,4,1,2022-08-24,36,158.27,2022-08-27,2022-08-27,True
1153,5,5,8,4,2022-08-25,117,250.96,2022-08-28,2022-08-28,True
1154,22,3,6,2,2022-08-25,193,88.55,2022-08-31,2022-08-31,True
1155,28,3,10,8,2022-08-25,22,62.07,2022-08-29,2022-08-29,True
1156,43,4,10,1,2022-08-25,93,183.98,2022-09-02,2022-09-02,True
1157,49,2,6,4,2022-08-25,56,128.48,2022-09-02,2022-09-02,True
1158,50,1,4,3,2022-08-25,136,353.08,2022-09-01,2022-09-01,True
1159,1,3,10,4,2022-08-26,28,368.13,2022-09-04,2022-09-04,True
1160,2,3,3,6,2022-08-26,33,187.23,2022-09-05,2022-09-05,True
1161,31,4,1,10,2022-08-26,157,304.97,2022-09-02,2022-09-02,True
1162,37,3,8,10,2022-08-26,105,177.49,2022-09-05,2022-09-05,True
1163,43,4,10,2,2022-08-26,125,111.96,2022-09-03,2022-09-03,True
1164,6,5,8,5,2022-08-27,197,455.32,2022-09-06,2022-09-06,True
1165,8,5,2,8,2022-08-27,60,324.27,2022-08-30,2022-08-30,True
1166,14,4,6,4,2022-08-27,110,95.34,2022-09-03,2022-09-03,True
1167,18,5,9,3,2022-08-27,100,183.49,2022-09-01,2022-09-01,True
1168,19,5,7,3,2022-08-27,157,203.79,2022-09-06,2022-09-06,True
1169,25,3,3,6,2022-08-27,133,62.8,2022-09-03,2022-09-07,False
1170,37,4,9,5,2022-08-27,137,348.18,2022-09-03,2022-09-03,True
1171,39,2,4,8,2022-08-27,146,445.74,2022-09-02,2022-09-02,True
1172,40,3,10,5,2022-08-27,110,213.7,2022-09-02,2022-09-02,True
1173,13,4,6,4,2022-08-28,96,66.68,2022-09-04,2022-09-04,True
1174,36,1,7,10,2022-08-28,98,263.6,2022-09-04,2022-09-04,True
1175,40,5,5,9,2022-08-28,174,379.92,2022-09-04,2022-09-07,False
1176,46,1,9,7,2022-08-28,76,457.74,2022-09-03,2022-09-03,True
1177,48,2,1,7,2022-08-28,176,83.68,2022-08-31,2022-08-31,True
1178,49,4,4,8,2022-08-28,97,331.43,2022-09-02,2022-09-02,True
1179,7,2,1,2,2022-08-29,128,224.74,2022-09-05,2022-09-05,True
1180,15,1,5,6,2022-08-29,28,429.85,2022-09-05,2022-09-05,True
1181,36,3,1,10,2022-08-29,122,459.11,2022-09-07,2022-09-07,True
1182,42,2,10,9,2022-08-29,65,313.77,2022-09-01,2022-09-01,True
1183,18,3,5,6,2022-08-30,152,406.35,2022-09-06,2022-09-06,True
1184,27,4,5,7,2022-08-30,49,451.63,2022-09-05,2022-09-05,True
1185,38,3,1,3,2022-08-30,67,287.31,2022-09-08,2022-09-08,True
1186,20,5,9,8,2022-08-31,197,428.36,2022-09-04,2022-09-04,True
1187,24,5,2,6,2022-08-31,37,416.41,2022-09-09,2022-09-09,True
1188,37,5,6,8,2022-08-31,123,170.31,2022-09-08,2022-09-08,True
1189,48,5,6,2,2022-08-31,196,364.7,2022-09-09,2022-09-09,True
1190,50,3,4,10,2022-08-31,10,340.31,2022-09-08,2022-09-08,True
1191,2,1,7,8,2022-09-01,34,304.73,2022-09-05,2022-09-05,True
1192,3,4,1,7,2022-09-01,102,106.16,2022-09-11,2022-09-11,True
1193,4,3,9,1,2022-09-01,122,235.76,2022-09-11,2022-09-11,True
1194,20,3,2,1,2022-09-01,56,431.75,2022-09-10,2022-09-10,True
1195,28,5,10,9,2022-09-01,151,429.68,2022-09-09,2022-09-09,True
1196,30,3,3,9,2022-09-01,112,96.46,2022-09-06,2022-09-06,True
1197,5,1,5,6,2022-09-02,103,267.61,2022-09-08,2022-09-08,True
1198,21,1,4,6,2022-09-02,187,302.71,2022-09-07,2022-09-07,True
1199,23,3,5,2,2022-09-02,135,300.25,2022-09-05,2022-09-05,True
1200,27,1,8,7,2022-09-02,47,399.28,2022-09-12,2022-09-12,True
1201,30,5,9,8,2022-09-02,197,370.63,2022-09-09,2022-09-09,True
1202,36,1,8,1,2022-09-02,19,439.9,2022-09-06,2022-09-06,True
1203,40,3,9,5,2022-09-02,29,124.23,2022-09-12,2022-09-12,True
1204,42,5,10,2,2022-09-02,114,169.66,2022-09-11,2022-09-11,True
